question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q2[02][F],none,please rate satisfaction services listed,02 overall quality police services,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Don't Know,,,,
Q2[03][F],none,please rate satisfaction services listed,03 overall quality recreation programs facilities,Satisfied,Neutral,Very Satisfied,Very Dissatisfied,Dissatisfied,Don't Know,,,,
Q2[04][F],none,please rate satisfaction services listed,04 overall maintenance city buildings facilities,Neutral,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q2[05][F],none,please rate satisfaction services listed,05 overall enforcement property code violations eg regulation weed control junk cars trash yards,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Don't Know,Very Satisfied,,,,
Q2[06][F],none,please rate satisfaction services listed,06 overall quality customer service receive city employees,Neutral,Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q2[07][F],none,please rate satisfaction services listed,07 overall effectiveness city communication public,Neutral,Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q2[08][F],none,please rate satisfaction services listed,08 overall quality city water services,Neutral,Satisfied,Very Satisfied,Very Dissatisfied,Don't Know,Dissatisfied,,,,
Q2[09][F],none,please rate satisfaction services listed,09 overall quality citys sanitary sewer system,Neutral,Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q2[10][F],none,please rate satisfaction services listed,10 overall quality citys stormwater drainage system,Dissatisfied,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q2[11][F],none,please rate satisfaction services listed,11 overall flow traffic city,Dissatisfied,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q2[12][F],none,please rate satisfaction services listed,12 overall quality city streets system,Dissatisfied,Satisfied,Neutral,Very Satisfied,Very Dissatisfied,Don't Know,,,,
Q2[13][F],none,please rate satisfaction services listed,13 overall quality city sidewalk trail system,Neutral,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q2[14][F],none,please rate satisfaction services listed,14 overall quality maintenance city parks,Neutral,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q3[01][F],none,two items listed think receive emphasis city leaders next two years,1st,"05. Overall enforcement of property code violations (e.g. regulation of weed control, junk cars, trash in yards)",08. Overall quality of City water services,14. Overall quality and maintenance of City parks,13. Overall quality of the City sidewalk and trail system,12. Overall quality of the City streets system,02. Overall quality of police services,03. Overall quality of recreation programs and facilities,07. Overall effectiveness of City communication with the public,11. Overall flow of traffic in the City,01. Overall quality of fire and emergency medical services
Q3[02][F],none,two items listed think receive emphasis city leaders next two years,2nd,12. Overall quality of the City streets system,03. Overall quality of recreation programs and facilities,14. Overall quality and maintenance of City parks,11. Overall flow of traffic in the City,"05. Overall enforcement of property code violations (e.g. regulation of weed control, junk cars, trash in yards)",02. Overall quality of police services,09. Overall quality of the City's sanitary sewer system,13. Overall quality of the City sidewalk and trail system,07. Overall effectiveness of City communication with the public,10. Overall quality of the City's stormwater drainage system
Q4[01][F],public safety,please rate satisfaction public safety services listed,1 overall quality local fire protection,Neutral,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q4[02][F],public safety,please rate satisfaction public safety services listed,2 quickly firefighters respond emergencies,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q4[03][F],public safety,please rate satisfaction public safety services listed,3 quality emergency medical services,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q4[04][F],public safety,please rate satisfaction public safety services listed,4 quickly emergency medical services respond emergencies,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q4[05][F],public safety,please rate satisfaction public safety services listed,5 overall quality local police protection,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q4[06][F],public safety,please rate satisfaction public safety services listed,6 quickly police respond emergencies,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q4[07][F],public safety,please rate satisfaction public safety services listed,7 overall competence police department employees,Neutral,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q4[08][F],public safety,please rate satisfaction public safety services listed,8 officers attitudes professionalism toward citizens,Neutral,Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q4[09][F],public safety,please rate satisfaction public safety services listed,9 police departments ongoing efforts build trust community,Neutral,Satisfied,Don't Know,Dissatisfied,Very Satisfied,Very Dissatisfied,,,,
Q5[01][F],none,two public safety items listed think receive emphasis city leaders next two years,1st,5. Overall quality of local police protection,4. How quickly emergency medical services respond to emergencies,9. Police Department's ongoing efforts to build trust in the community,8. Officers' attitudes and professionalism toward citizens,6. How quickly police respond to emergencies,1. Overall quality of local fire protection,3. Quality of emergency medical services,2. How quickly firefighters respond to emergencies,7. Overall competence of police department employees,
Q5[02][F],none,two public safety items listed think receive emphasis city leaders next two years,2nd,1. Overall quality of local fire protection,2. How quickly firefighters respond to emergencies,7. Overall competence of police department employees,9. Police Department's ongoing efforts to build trust in the community,3. Quality of emergency medical services,5. Overall quality of local police protection,4. How quickly emergency medical services respond to emergencies,8. Officers' attitudes and professionalism toward citizens,6. How quickly police respond to emergencies,
Q6[T],none,additional services would like see offered police department fire district,none,More enforcement of speeding. ,City parties like Urbandale to get to know law enforcement. I don't even know where the department is. ,Being in the schools so all students know who you are by name and that your a person they can come to for anything . Offer some type of  ride along so they have more understand of what goes on in the city .,Stop semi's from parking overnight on city streets that are not commercial routes.,none,More open houses,Community nights,All good ,I want to see more support for the police department and once again allow them to do their jobs.  Johnston has bent over backwards to turn Old Johnston into the guilt free side of town. If not managed this area will become more of a crime ridden mess than it already is. I sat in my driveway during the riots that began at skate north and watched those rioters try to move into my neighborhood at 2:30 am with no police in site. It was me and my neighbor and now and then a pioneer security unit.  Johnston needs stronger police department to manage what is being done to Johnston. ,Occasional “Trail Patrol” presence would be good if resources are avalable.
Q7[L],none,visited [city name] park past year,none,No,Yes,,,,,,,,
Q8[L],none,member family participated [city name] recreation program past year,none,No,Yes,,,,,,,,
Q9[L],none,used [city name] trail past year,none,No,Yes,,,,,,,,
Q10[01][F],none,please rate satisfaction park services listed,01 maintenance city parks,Neutral,Very Satisfied,Dissatisfied,Satisfied,Don't Know,Very Dissatisfied,,,,
Q10[02][F],none,please rate satisfaction park services listed,02 number city parks,Neutral,Satisfied,Dissatisfied,Very Satisfied,Don't Know,Very Dissatisfied,,,,
Q10[03][F],none,please rate satisfaction park services listed,03 maintenance city park restrooms shelters,Neutral,Satisfied,Dissatisfied,Very Satisfied,Don't Know,Very Dissatisfied,,,,
Q10[04][F],none,please rate satisfaction park services listed,04 number city park restrooms shelters,Neutral,Satisfied,Dissatisfied,Very Satisfied,Don't Know,Very Dissatisfied,,,,
Q10[05][F],none,please rate satisfaction park services listed,05 maintenance walking biking trails city,Neutral,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q10[06][F],none,please rate satisfaction park services listed,06 number walking biking trails city,Neutral,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q10[07][F],none,please rate satisfaction park services listed,07 safety trails parks city,Neutral,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q10[08][F],none,please rate satisfaction park services listed,08 crown point community center,Neutral,Don't Know,Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,,,,
Q10[09][F],none,please rate satisfaction park services listed,09 simpson barn,Neutral,Don't Know,Satisfied,Very Satisfied,Very Dissatisfied,Dissatisfied,,,,
Q10[10][F],none,please rate satisfaction park services listed,10 lew clarkson park,Neutral,Don't Know,Satisfied,Dissatisfied,Very Satisfied,Very Dissatisfied,,,,
Q10[11][F],none,please rate satisfaction park services listed,11 terra park,Neutral,Don't Know,Very Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q10[12][F],none,please rate satisfaction park services listed,12 beaver creek water trail,Neutral,Don't Know,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q10[13][F],none,please rate satisfaction park services listed,13 [city name] town center splash pad,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q10[14][F],none,please rate satisfaction park services listed,14 [city name] town center skating rink,Neutral,Dissatisfied,Don't Know,Satisfied,Very Satisfied,Very Dissatisfied,,,,
Q10[15][F],none,please rate satisfaction park services listed,15 [city name] commons park,Neutral,Don't Know,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
