question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q42[04][K],,"Counting yourself, how many people in your household are… [Ages 15-19:]",Ages 15-19:,1.0,0.0,2.0,3.0,4.0,,,,,
Q42[05][K],,"Counting yourself, how many people in your household are… [Ages 20-24:]",Ages 20-24:,1.0,0.0,2.0,42.0,3.0,,,,,
Q42[06][K],,"Counting yourself, how many people in your household are… [Ages 25-34:]",Ages 25-34:,1.0,0.0,2.0,,,,,,,
Q42[07][K],,"Counting yourself, how many people in your household are… [Ages 35-44:]",Ages 35-44:,2.0,1.0,0.0,,,,,,,
Q42[08][K],,"Counting yourself, how many people in your household are… [Ages 45-54:]",Ages 45-54:,2.0,0.0,1.0,,,,,,,
Q42[09][K],,"Counting yourself, how many people in your household are… [Ages 55-64:]",Ages 55-64:,2.0,1.0,0.0,,,,,,,
Q42[10][K],,"Counting yourself, how many people in your household are… [Ages 65-74:]",Ages 65-74:,2.0,0.0,1.0,74.0,67.0,,,,,
Q42[11][K],,"Counting yourself, how many people in your household are… [Ages 75+:]",Ages 75+:,1.0,2.0,0.0,10.0,,,,,,
Q43[L],,Do you own or rent your current residence,,nan:nan,1.0:Own,2.0:Rent,,,,,,,
Q44[L],,Your gender:,,nan:nan,1.0:Male,4.0:Prefer to self-describe,2.0:Female,3.0:Non-binary,,,,,
